Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2016-09-30,25.8990478515625,25.972357778011098,25.61268067827166,25.763881636889035,145516400
2016-10-03,25.77762222290039,25.899043351469228,25.722640224578978,25.821150584988203,86807200
2016-10-04,25.887588500976562,26.18770069331425,25.80282320143898,25.90133356387867,118947200
2016-10-05,25.8990478515625,26.038795171956153,25.81657396582702,25.979230310514634,85812400
2016-10-06,26.09148406982422,26.19457554641964,25.91737235029872,26.04795570298124,115117200
2016-10-07,26.130428314208984,26.244975170571948,26.004427820917513,26.187701742390466,97433600
2016-10-10,26.586326599121094,26.74669150213669,26.281631535545106,26.35035860204621,144944000
2016-10-11,26.64360237121582,27.1911362640301,26.620691599187904,26.96433220544857,256164000
2016-10-12,26.88185691833496,27.02847851071256,26.746692459220384,26.884148344987565,150347200
2016-10-13,26.799392700195312,26.90477563533593,26.510734031338092,26.75586432017206,140769600
2016-10-14,26.948293685913086,27.07200450459943,26.83374682577903,27.005567115980114,142608800
2016-10-17,26.929967880249023,26.996403521918943,26.753564734466906,26.879566981454133,94499600
2016-10-18,26.91164779663086,27.081176711869475,26.90706494203562,27.07430417782353,98214000
2016-10-19,26.83145523071289,26.978075061385127,26.070864203658324,26.861236782996038,80138400
2016-10-20,26.817712783813477,26.89102271107884,26.650475331542438,26.77189473471508,96503200
2016-10-21,26.712331771850586,26.783352025203126,26.639021839372905,26.76044125117844,92770800
2016-10-24,26.952884674072266,26.97350227615297,26.803973361384084,26.826882390756058,94154800
2016-10-25,27.090333938598633,27.11553438906691,26.874985270177547,27.02160511953125,192516000
2016-10-26,26.480939865112305,26.506140311864897,25.958606510324415,26.187700209641644,264536800
2016-10-27,26.226648330688477,26.542797016934276,26.139591603459056,26.435122695053426,138248000
2016-10-28,26.052536010742188,26.393885136534475,25.99067973255159,26.08690041553183,151446800
2016-10-31,26.011308670043945,26.169383941681954,25.93341587392997,26.036509126329623,105677600
2016-11-01,25.54166030883789,26.063993750771612,25.32173053054193,25.99297525144537,175303200
2016-11-02,25.564565658569336,25.738677363470607,25.48209353292795,25.52103904322871,113326800
2016-11-03,25.290546417236328,25.665885764502722,25.226071118988862,25.555357183741382,107730400
2016-11-04,25.06258201599121,25.387263508213586,24.89448592624151,24.99119888939781,123348000
2016-11-07,25.42410659790039,25.447133242057223,25.20534908635963,25.348117091044536,130240000
2016-11-08,25.57378387451172,25.72576290730673,25.26061655555887,25.40108138641951,97016800
2016-11-09,25.532331466674805,25.633650807028452,24.88066884225742,25.302061516285825,236705600
2016-11-10,24.82080078125,25.580690643591737,24.36947184170158,25.580690643591737,228538000
2016-11-11,24.96817398071289,25.069493334010403,24.53526705113169,24.666520869348684,136575600
2016-11-14,24.341842651367188,24.825409323090632,23.96650316590229,24.802382673355375,204702000
2016-11-15,24.664216995239258,24.795470809824764,24.44546122320357,24.539870998765544,129058000
2016-11-16,25.327390670776367,25.38265672229523,24.54677570048004,24.569802343536107,235362000
2016-11-17,25.318180084228516,25.41028841480842,25.06027886678912,25.28594243204859,110528000
2016-11-18,25.34351348876953,25.454043852398016,25.251406902036415,25.265222538682277,113715600
2016-11-21,25.728063583374023,25.787932508481216,25.331998968318366,25.35732880464079,117058400
2016-11-22,25.74418067932129,25.88694692155281,25.652072349507886,25.77871976578358,103862000
2016-11-23,25.612930297851562,25.67740561027784,25.405686967323877,25.642864762386477,109705600
2016-11-25,25.741878509521484,25.7603005275793,25.548450833555098,25.589899495775015,45903600
2016-11-28,25.691219329833984,25.89846264489884,25.649770666821013,25.65898167602616,108776000
2016-11-29,25.665891647338867,25.797145465089997,25.345816517089258,25.50930799135326,114115200
2016-11-30,25.449434280395508,25.836287869395303,25.391866792489708,25.698126249785442,144649200
2016-12-01,25.212265014648438,25.54615761120613,25.106341011995244,25.41490376478577,148347600
2016-12-02,25.30666732788086,25.350417422829416,25.064883182701955,25.13856949489034,106112000
2016-12-05,25.1247501373291,25.33659803387616,24.926717873263808,25.329690217635278,137298000
2016-12-06,25.318180084228516,25.412591606198497,25.143176188629006,25.214559310338796,104782000
2016-12-07,25.566869735717773,25.603713767343134,25.13626609622214,25.15929273757793,119994800
2016-12-08,25.817869186401367,25.889252313584898,25.467857854722514,25.527728537713447,108273200
2016-12-09,26.239259719848633,26.41196217984804,25.861617147862216,25.861617147862216,137610400
2016-12-12,26.08958625793457,26.481044473510515,25.903066402222468,26.08728306650545,105497600
2016-12-13,26.524797439575195,26.692893527728142,26.193208132680063,26.213931585950814,174935200
2016-12-14,26.524797439575195,26.757368835886556,26.476440958456386,26.49025659397022,136127200
2016-12-15,26.66987419128418,26.87942075704151,26.534015719981106,26.568554818230453,186098000
2016-12-16,26.704408645629883,26.826451448381032,26.630722325658223,26.819543630386885,177404400
2016-12-19,26.85869026184082,27.029089554719874,26.653750120681007,26.665264322381432,111117600
2016-12-20,26.930070877075195,27.05672005666432,26.867898761435306,26.881714396728537,85700000
2016-12-21,26.955406188964844,27.03369890411242,26.89093086873785,26.895537252651614,95132800
2016-12-22,26.778091430664062,26.828751098360904,26.628415618874364,26.791907064828578,104343600
2016-12-23,26.8310546875,26.8310546875,26.61690355665161,26.61690355665161,56998000
2016-12-27,27.0014591217041,27.125805125291535,26.824150248195497,26.831058066702482,73187600
2016-12-28,26.886322021484375,27.176460916964754,26.757369644450435,27.061325932682575,83623600
2016-12-29,26.879413604736328,26.96691555838618,26.803424095165973,26.81493653924547,60158000
2016-12-30,26.66987419128418,26.987646192924238,26.580069022194145,26.860998733427945,122345200
2017-01-03,26.745853424072266,26.78730208283485,26.425778353502388,26.665259297817293,115127600
2017-01-04,26.715913772583008,26.828747291650735,26.653741670844024,26.67676831012439,84472400
2017-01-05,26.85177993774414,26.90934742723303,26.667563268651545,26.692893104572285,88774400
2017-01-06,27.1511287689209,27.20869625243724,26.819539501684314,26.890922619062124,127007600
2017-01-09,27.399824142456055,27.50114349478166,27.15804172007064,27.160343154935852,134247600
2017-01-10,27.427452087402344,27.489624196826544,27.24093400230956,27.34915939598723,97848400
2017-01-11,27.574832916259766,27.616281587158287,27.31002206089814,27.342259720839134,110354400
2017-01-12,27.45969009399414,27.471204293616978,27.22020914776478,27.379095967094887,108344800
2017-01-13,27.41133689880371,27.54489390040559,27.358374033747648,27.427455726112875,104447600
2017-01-17,27.632394790649414,27.687659088321013,27.2225145490127,27.25014581943833,137759200
2017-01-18,27.630096435546875,27.747534625873215,27.56562111750752,27.63239962742561,94852000
2017-01-19,27.581735610961914,27.65311873659486,27.48732584062354,27.49423365835313,102389200
2017-01-20,27.632394790649414,27.736015568386208,27.570222675371404,27.736015568386208,130391600
2017-01-23,27.650814056396484,27.818910124154257,27.579429182321928,27.632392040066264,88200800
2017-01-24,27.625484466552734,27.655418925737962,27.517257315684336,27.528771515197217,92844000
2017-01-25,28.065305709838867,28.115965388659937,27.69687407771373,27.729111735723393,129510400
2017-01-26,28.079120635986328,28.194255620707516,28.000827932829285,28.016946760417436,105350400
2017-01-27,28.081418991088867,28.173527320128414,28.000824861986857,28.12517084266721,82251600
2017-01-30,28.007736206054688,28.007736206054688,27.784375807794287,27.84654792755327,121510000
2017-01-31,27.943254470825195,27.952465478453554,27.775158412862826,27.897201189503466,196804000
2017-02-01,29.647258758544922,30.047929772891518,29.24658950101878,29.25119412743658,447940000
2017-02-02,29.596595764160156,29.794628057502138,29.42389330532612,29.46994834844069,134841600
2017-02-03,29.723241806030273,29.748571637870295,29.511393900477426,29.545932983150117,98029200
2017-02-06,30.001874923706055,30.05023316675811,29.68179978377818,29.734764410368804,107383600
2017-02-07,30.287410736083984,30.416361365033605,30.03871873154924,30.05944218685019,152735200
2017-02-08,30.404848098754883,30.446298524273466,30.216028533022655,30.24596475625045,92016400
2017-02-09,30.624549865722656,30.631487632866527,30.323900350281978,30.446472274989613,113399600
2017-02-10,30.55517578125,30.744817537679015,30.538988830436082,30.633809708650592,80262000
2017-02-13,30.825754165649414,30.948329627164423,30.700870820103,30.77718979249929,92141600
2017-02-14,31.225858688354492,31.242045640474586,30.816512654131902,30.867391981724566,132904800
2017-02-15,31.339155197143555,31.51492130268395,31.13332662266045,31.341470137820444,142492400
2017-02-16,31.302160263061523,31.429354982395846,31.184211192508027,31.37616427091748,90338400
2017-02-17,31.387741088867188,31.413180748801448,31.244355839533174,31.244355839533174,88792800
2017-02-21,31.61437225341797,31.625936372857392,31.447858814336897,31.505675882660217,98028800
2017-02-22,31.70918846130371,31.711499873304497,31.47792022178691,31.55192422341818,83347600
2017-02-23,31.575061798095703,31.794765984845448,31.521871075358764,31.77164127137798,83152800
2017-02-24,31.605127334594727,31.605127334594727,31.28597594519853,31.43167610624884,87106400
2017-02-27,31.667564392089844,31.78551347525211,31.517241419239607,31.71613228436971,81029600
2017-02-28,31.68144416809082,31.785514192325238,31.61437438813764,31.702257467162898,93931600
2017-03-01,32.32899856567383,32.412255306318166,31.82252388303502,31.889590146585466,145658400
2017-03-02,32.137046813964844,32.442319156734115,32.09079032756467,32.377564310423224,104844000
2017-03-03,32.326690673828125,32.33825479745839,32.05148076425316,32.095422316723116,84432400
2017-03-06,32.22492218017578,32.32436937834266,32.05378590671845,32.23185994645789,87000000
2017-03-07,32.26654815673828,32.37292957863088,32.0977197885904,32.16016320597213,69785200
2017-03-08,32.14628601074219,32.33130131226214,32.10465942055872,32.13472189273344,74828800
2017-03-09,32.072288513183594,32.09772816921292,31.695323556043782,32.08616757646052,88623600
2017-03-10,32.17866897583008,32.229548280748425,32.0630348335382,32.204108628289255,78451200
2017-03-13,32.192543029785156,32.245733744711835,32.10466348531365,32.111601251222616,69686800
2017-03-14,32.143985748291016,32.29662016078054,32.109293382231215,32.215678364390186,61236400
2017-03-15,32.48394775390625,32.551014009818594,32.15323224191797,32.24111532727662,102767200
2017-03-16,32.537132263183594,32.613451212915585,32.43768507576059,32.54407002871617,76928000
2017-03-17,32.375244140625,32.60882380671838,32.35211590368076,32.60882380671838,175540000
2017-03-20,32.715206146240234,32.72445532295593,32.430743675789074,32.47005885235893,86168000
2017-03-21,32.3405647277832,33.02512058613141,32.31512506851309,32.865544862425665,158119600
2017-03-22,32.70596694946289,32.747597084061425,32.322060673038834,32.342877504775444,103440800
2017-03-23,32.590328216552734,32.742966140564654,32.51863560860373,32.66895859115008,81385200
2017-03-24,32.52556228637695,32.77995873966594,32.45849605534966,32.72445309652844,89582400
2017-03-27,32.58108901977539,32.659719418464164,32.058420246299406,32.236497878874204,94300400
2017-03-28,33.25638198852539,33.31188412161657,32.52094696519964,32.58801674785039,133499200
2017-03-29,33.33038330078125,33.41595496380093,33.11530549478005,33.228624693216595,116760000
2017-03-30,33.28644561767578,33.418270246070115,33.18700193986894,33.34657763576764,84829200
2017-03-31,33.22400665283203,33.36508046474853,33.073680132236916,33.237882186975554,78646800
2017-04-03,33.23326110839844,33.33039339169721,33.082938092814025,33.23557605037279,79942800
2017-04-04,33.480716705322266,33.50846777533685,33.11068597037959,33.129187860014184,79565600
2017-04-05,33.3072624206543,33.640289345938676,33.25869452368603,33.35351537608284,110871600
2017-04-06,33.22400665283203,33.42289754292948,33.1754387544553,33.36970329021344,84596000
2017-04-07,33.150001525878906,33.344266075859544,33.13381457781785,33.240196033289536,66688800
2017-04-10,33.11067199707031,33.27487399273446,33.04822858701514,33.21011917077841,75733600
2017-04-11,32.754539489746094,33.152321357737605,32.39144646476976,33.05750048166255,121517600
2017-04-12,32.79384231567383,32.87478409512995,32.61113840105722,32.7475893661455,81400000
2017-04-13,32.620391845703125,32.927979083886925,32.620391845703125,32.81928270915754,71291600
2017-04-17,32.80078887939453,32.81235300209678,32.5787697216858,32.71984354935364,66328400
2017-04-18,32.65508270263672,32.849347224425514,32.63426940291809,32.70365059752099,58790000
2017-04-19,32.53481674194336,32.84009253542777,32.481626030850855,32.812341473792294,69313600
2017-04-20,32.94184875488281,33.05285652228359,32.64582568923188,32.65970121904781,93278400
2017-04-21,32.90254211425781,32.99735943555886,32.805409851471275,32.94185730189468,69283600
2017-04-24,33.219383239746094,33.29107585841825,33.11299825376905,33.18700581425303,68537200
2017-04-25,33.42521286010742,33.51078101657076,33.272574908950006,33.28182761870944,75486000
2017-04-26,33.22862243652344,33.441392344548845,33.15924478050825,33.411326341026495,80164800
2017-04-27,33.254051208496094,33.33962283771173,33.14304346631142,33.28411720218314,56985200
2017-04-28,33.221683502197266,33.37200998564693,33.13380396471171,33.32344209927125,83441600
2017-05-01,33.89930725097656,34.042692465256124,33.52465374069815,33.55703116098302,134411600
2017-05-02,34.11439514160156,34.2485312163374,33.95944576101237,34.121332910219344,181408800
2017-05-03,34.010318756103516,34.10976596924904,33.36508169256447,33.67035404157906,182788000
2017-05-04,33.88774490356445,34.028818712660346,33.721231439422596,33.88543349087821,93487600
2017-05-05,34.44973373413086,34.45435656017521,33.94094055926449,33.94094055926449,109310800
2017-05-08,35.38636016845703,35.54593585491734,34.46591335230264,34.46591335230264,195009600
2017-05-09,35.61302185058594,35.81885058349007,35.48813493959314,35.58526724321215,156521600
2017-05-10,35.44417953491211,35.60144381901725,35.178222392852916,35.529751208316476,103222800
2017-05-11,35.75072479248047,35.778593957851236,35.3698792711982,35.4023903445964,109020400
2017-05-12,36.2499885559082,36.32429802583939,35.9179080354971,35.924874437570665,130108000
2017-05-15,36.1571044921875,36.37771553649131,36.00616102593758,36.229093023581775,104038800
2017-05-16,36.10369873046875,36.24070940692101,35.92953153528482,36.2128437895926,80194000
2017-05-17,34.8914909362793,35.89469557120535,34.76609212863367,35.66943907336613,203070800
2017-05-18,35.423282623291016,35.60906166779874,35.09585099942377,35.12836206645458,134272800
2017-05-19,35.54404067993164,35.757685347800766,35.44418652206005,35.61835371750733,107843200
2017-05-22,35.760009765625,35.8970204419808,35.50920857952385,35.762330719253846,91865600
2017-05-23,35.715877532958984,35.97132055973454,35.60208705287404,35.97132055973454,79675600
2017-05-24,35.60906219482422,35.80180764630263,35.45347326148539,35.725173656429966,76712000
2017-05-25,35.73212814331055,35.8435976605521,35.53706180329695,35.69961708664162,76942400
2017-05-26,35.67176055908203,35.818062123052115,35.602092978932454,35.76232735024439,87710400
2017-05-30,35.68568420410156,35.86217229085212,35.606729287142585,35.627628492789476,80507600
2017-05-31,35.474369049072266,35.801804189612106,35.38612675631136,35.75536031814212,97804800
2017-06-01,35.5718994140625,35.6067349724756,35.348967431354566,35.569578460877615,65616400
2017-06-02,36.09904098510742,36.09904098510742,35.50455106163563,35.66478539358253,111082800
2017-06-05,35.746063232421875,35.86682011210074,35.63692174790094,35.841275455696355,101326800
2017-06-06,35.86682891845703,36.18265222816433,35.7112399888613,35.7391056050753,106499600
2017-06-07,36.080467224121094,36.22212332066588,35.87378900556623,35.99919134332844,84278400
2017-06-08,35.99222946166992,36.119949225164746,35.855215254172016,36.05260614156639,85003200
2017-06-09,34.59657287597656,36.03867890361753,33.909194952599776,36.03867890361753,259530800
2017-06-12,33.76986312866211,33.92545208992348,33.09409345041489,33.844176178277756,289229200
2017-06-13,34.04154968261719,34.2412614926706,33.70714818267288,34.17391841944506,136661600
2017-06-14,33.70948028564453,34.25288107395131,33.4029443270465,34.25288107395131,126124800
2017-06-15,33.507442474365234,33.551565394676025,33.02442193475349,33.282189509280364,128661600
2017-06-16,33.038352966308594,33.55620904100653,33.02209566246163,33.389008269576124,201444400
2017-06-19,33.983497619628906,34.076388903736074,33.36114196159167,33.36114196159167,130165600
2017-06-20,33.674644470214844,34.10657924464875,33.658390708347625,34.10657924464875,99600400
2017-06-21,33.87435531616211,33.92080273369375,33.581755720291255,33.79307942236266,85063200
2017-06-22,33.818626403808594,34.06710309612845,33.70019044179757,33.85113747224597,76425200
2017-06-23,33.969566345214844,34.17392363602884,33.6978659708955,33.702511421170456,141757600
2017-06-26,33.86273956298828,34.43400582129584,33.76056093637986,34.17623830178447,102769600
2017-06-27,33.37739944458008,33.94170298522307,33.35185478153137,33.67464449999742,99047600
2017-06-28,33.86507034301758,33.93009248001126,33.24503554447308,33.55389246691343,88329600
2017-06-29,33.36577606201172,33.702502015890076,33.040665502299426,33.60496884797639,125997600
2017-06-30,33.444740295410156,33.66303037038063,33.38900552836239,33.544594433334126,92096400
2017-07-03,33.32399368286133,33.741995706038395,33.23110591924023,33.64446249120392,57111200
2017-07-05,33.46100616455078,33.62356153130485,33.14286183651487,33.36811839596024,86278400
2017-07-06,33.14518356323242,33.32399624255115,33.07087405531587,33.212530208955656,96515200
2017-07-07,33.48189163208008,33.614260368579465,33.1846466425205,33.1846466425205,76806800
2017-07-10,33.68626022338867,33.89293850508548,33.29380287486033,33.46564913178166,84362400
2017-07-11,33.79540252685547,33.86971556488356,33.52834757625345,33.609623475225916,79127200
2017-07-12,33.84416198730469,33.946337072521985,33.63051737440347,33.874348550542635,99538000
2017-07-13,34.315574645996094,34.48277539662131,33.77449493125614,33.78842773656827,100797600
2017-07-14,34.610496520996094,34.677843140609845,34.213397380007194,34.36201988166245,80528400
2017-07-17,34.731266021728516,35.042443943894426,34.50136755455637,34.559423295711554,95174000
2017-07-18,34.85200500488281,34.863616855821384,34.52456994298791,34.64764776737007,71475200
2017-07-19,35.07029724121094,35.16318496765457,34.82181708064278,34.94489491272844,83692000
2017-07-20,34.912384033203125,35.2374981643027,34.877552021468006,35.18176340208686,68974800
2017-07-21,34.89613723754883,34.93561470653786,34.57334753845936,34.831115107044496,105010400
2017-07-24,35.31878662109375,35.4000660686827,34.810217807955894,34.968131252101045,85972800
2017-07-25,35.469722747802734,35.725165780959614,35.25143268115461,35.25143268115461,75415600
2017-07-26,35.63692092895508,35.74606241096791,35.54402966078306,35.611376273137715,63124000
2017-07-27,34.963470458984375,35.759996648138696,34.206425271122626,35.704261890525075,129905200
2017-07-28,34.71731948852539,34.88684119353029,34.64533096489755,34.80788626719265,68854800
2017-07-31,34.538509368896484,34.9100674095341,34.39917776123744,34.81020972444371,79383600
2017-08-01,34.845054626464844,34.884532103058135,34.464209127248445,34.62444353094187,141474400
2017-08-02,36.491512298583984,37.0976143078871,36.26393481173815,36.98846924366249,279747200
2017-08-03,36.12689971923828,36.50774493811112,35.999176481077605,36.4705884427483,108389200
